Title,Date
"Z Nation: Temporada 1: Lar doce lar zumbi","20/03/2018"
"Z Nation: Temporada 1: Zumbi de aço","20/03/2018"
"Aniquilação","19/03/2018"
"Z Nation: Temporada 1: Banquete na Filadélfia","17/03/2018"
"Z Nation: Temporada 1: Ensinando zumbis","15/03/2018"
"Z Nation: Temporada 1: Filhotes","14/03/2018"
"Carros Usados, Vendedores Pirados!","13/03/2018"
"Como Sobreviver a um Ataque Zumbi","13/03/2018"
"Van Helsing: Temporada 2: Tempos difíceis","12/03/2018"
"Van Helsing: Temporada 2: Crooked Falls","11/03/2018"
"Van Helsing: Temporada 2: Diga a verdade","11/03/2018"
"Van Helsing: Temporada 2: Par de bases","11/03/2018"
"Van Helsing: Temporada 2: Acorda aí!","10/03/2018"
"Van Helsing: Temporada 2: Mãezona","10/03/2018"
"Van Helsing: Temporada 2: Tudo pode mudar","10/03/2018"
"Van Helsing: Temporada 2: A verdade vencerá","09/03/2018"
"Van Helsing: Temporada 2: Salve-se quem puder","07/03/2018"
"Van Helsing: Temporada 2: Um lar","06/03/2018"
"Van Helsing: Temporada 2: Mordidas de amor","06/03/2018"
"Van Helsing: Temporada 2: Redenção","04/03/2018"
"Van Helsing: Temporada 2: Tudo de novo","04/03/2018"
"Godless: Minissérie: Boas-vindas","04/03/2018"
"Godless: Minissérie: Prezado Roy...","04/03/2018"
"Godless: Minissérie: Tiro certeiro","04/03/2018"
"Godless: Minissérie: Mantenha distância","03/03/2018"
"Godless: Minissérie: A sabedoria do cavalo","03/03/2018"
"Godless: Minissérie: A mulheres de La Belle","03/03/2018"
"Godless: Minissérie: Aconteceu em Creede","02/03/2018"
"Marte: Temporada 1: Queda de pressão","02/03/2018"
"Supernatural: Temporada 11: Alfa e ômega","02/03/2018"
"Supernatural: Temporada 11: Poucos, mas felizes","02/03/2018"
"Supernatural: Temporada 11: Tudo em família","01/03/2018"
"Supernatural: Temporada 11: Não me chame de Shurley","28/02/2018"
"Supernatural: Temporada 11: Os zunidos","27/02/2018"
"La casa de papel: Parte 1: Episódio 13","26/02/2018"
"La casa de papel: Parte 1: Episódio 12","26/02/2018"
"La casa de papel: Parte 1: Episódio 11","26/02/2018"
"La casa de papel: Parte 1: Episódio 10","26/02/2018"
"La casa de papel: Parte 1: Episódio 9","26/02/2018"
"La casa de papel: Parte 1: Episódio 8","25/02/2018"
"La casa de papel: Parte 1: Episódio 7","25/02/2018"
"La casa de papel: Parte 1: Episódio 6","25/02/2018"
"La casa de papel: Parte 1: Episódio 5","25/02/2018"
"La casa de papel: Parte 1: Episódio 4","25/02/2018"
"La casa de papel: Parte 1: Episódio 3","25/02/2018"
"Supernatural: Temporada 11: Anjo do inferno","25/02/2018"
"La casa de papel: Parte 1: Episódio 2","25/02/2018"
"La casa de papel: Parte 1: Episódio 1","25/02/2018"
"Mudo","25/02/2018"
"Supernatural: Temporada 11: Carne vermelha","24/02/2018"
"Supernatural: Temporada 11: Um lugar seguro","24/02/2018"
"Supernatural: Temporada 11: Além do ringue","24/02/2018"
"Supernatural: Temporada 11: O navio","24/02/2018"
"Supernatural: Temporada 11: O amor machuca","23/02/2018"
"Supernatural: Temporada 11: Não se esqueça de mim","22/02/2018"
"The Ranch: Parte 4: Se o amanhã nunca chegar","21/02/2018"
"The Ranch: Parte 4: Medo de encarar a verdade","20/02/2018"
"Supernatural: Temporada 11: Lado místico","20/02/2018"
"Supernatural: Temporada 11: O diabo mora nos detalhes","19/02/2018"
"Supernatural: Temporada 11: Irmão, onde está você?","19/02/2018"
"Supernatural: Temporada 11: É só minha imaginação","19/02/2018"
"The Ranch: Parte 4: Grana alta","19/02/2018"
"Supernatural: Temporada 11: Coelho assassino","18/02/2018"
"Supernatural: Temporada 11: Nosso pequeno mundo","18/02/2018"
"Supernatural: Temporada 11: A pequena Lizzie","17/02/2018"
"Supernatural: Temporada 11: Querida","17/02/2018"
"Supernatural: Temporada 11: Semente do mal","17/02/2018"
"Supernatural: Temporada 11: Vazio","16/02/2018"
"Supernatural: Temporada 11: Da escuridão ao fogo","16/02/2018"
"Supernatural: Temporada 10: Guardião do irmão","16/02/2018"
"Supernatural: Temporada 10: O prisioneiro","15/02/2018"
"Supernatural: Temporada 10: Dinastia obscura","14/02/2018"
"Supernatural: Temporada 10: Coração de anjo","14/02/2018"
"Supernatural: Temporada 10: O projeto Werther","14/02/2018"
"Supernatural: Temporada 10: O Livro dos Condenados","14/02/2018"
"Supernatural: Temporada 10: Infiltrado","14/02/2018"
"The Ranch: Parte 4: Fazendo o que é preciso","14/02/2018"
"Supernatural: Temporada 10: Pinte de preto","14/02/2018"
"Supernatural: Temporada 10: As coisas que eles levavam","14/02/2018"
"Supernatural: Temporada 10: A canção do carrasco","13/02/2018"
"Supernatural: Temporada 10: Pare e pegue fogo","11/02/2018"
"Supernatural: Temporada 10: Sobre aquele garoto","11/02/2018"
"Supernatural: Temporada 10: Nada como o nosso lar","11/02/2018"
"Supernatural: Temporada 10: Jogos de caçadores","11/02/2018"
"Supernatural: Temporada 10: As coisas que deixamos para trás","10/02/2018"
"Supernatural: Temporada 10: Emergência","10/02/2018"
"Supernatural: Temporada 10: A bruxa está solta","10/02/2018"
"Supernatural: Temporada 10: Pergunte ao Jeeves","10/02/2018"
"Supernatural: Temporada 10: Ficção de fãs","10/02/2018"
"Supernatural: Temporada 10: Lua de papel","10/02/2018"
"Supernatural: Temporada 10: Alma sobrevivente","09/02/2018"
"Supernatural: Temporada 10: Reichenbach","08/02/2018"
"Teen Wolf: Temporada 1: Lua dos lobos","08/02/2018"
"Supernatural: Temporada 10: Negro","07/02/2018"
"Supernatural: Temporada 9: Você acredita em milagres?","07/02/2018"
"Supernatural: Temporada 9: Escada para o Céu","07/02/2018"
"Supernatural: Temporada 9: O rei dos condenados","07/02/2018"
"Supernatural: Temporada 9: Linhagens","07/02/2018"
"The Ranch: Parte 4: Voltando para casa mais uma vez","07/02/2018"
"Supernatural: Temporada 9: Alex Annie Alexis Ann","06/02/2018"
"Supernatural: Temporada 9: Meta ficção","06/02/2018"
"Supernatural: Temporada 9: A pequena ajudante da mamãe","06/02/2018"
"Supernatural: Temporada 9: Caçadores de espada","05/02/2018"
"Fútil e Inútil","04/02/2018"
"Supernatural: Temporada 9: Homem-sombra","02/02/2018"
"Supernatural: Temporada 9: Cativos","02/02/2018"
"Supernatural: Temporada 9: Dieta radical","01/02/2018"
"Supernatural: Temporada 9: Dentes afiados","01/02/2018"
"Supernatural: Temporada 9: Primogênito","01/02/2018"
"The Ranch: Parte 4: Mais do que uma simples memória","01/02/2018"
"Supernatural: Temporada 9: Viagem","29/01/2018"
"Supernatural: Temporada 9: Santo terror","29/01/2018"
"Supernatural: Temporada 9: Entre a cruz e a espada","27/01/2018"
"Supernatural: Temporada 9: Delinquentes","27/01/2018"
"The Ranch: Parte 4: Jovem demais (Para se sentir tão velho)","27/01/2018"
"Supernatural: Temporada 9: O Céu não pode esperar","15/01/2018"
"Supernatural: Temporada 9: Dean e um dia de cão","15/01/2018"
"The Ranch: Parte 4: Romeu e Julieta","12/01/2018"
"Supernatural: Temporada 9: Festa do pijama","12/01/2018"
"Supernatural: Temporada 9: Eu não sou anjo","11/01/2018"
"Supernatural: Temporada 9: O Diabo que se dane","11/01/2018"
"The Ranch: Parte 4: Obcecado por você","11/01/2018"
"Supernatural: Temporada 9: Eu acho que vou gostar daqui","11/01/2018"
"Supernatural: Temporada 8: Sacrifício","11/01/2018"
"Supernatural: Temporada 8: Show de clipes","10/01/2018"
"Supernatural: Temporada 8: O grande escapista","10/01/2018"
"Supernatural: Temporada 8: A febre do Pac-Man","10/01/2018"
"The Ranch: Parte 3: Não pode ter acabado","10/01/2018"
"The Ranch: Parte 4: Reaprendendo a viver","10/01/2018"
"Supernatural: Temporada 8: Motorista de taxi","10/01/2018"
"Supernatural: Temporada 8: Monstros e nerds","10/01/2018"
"Supernatural: Temporada 8: Adeus, estranho","10/01/2018"
"Supernatural: Temporada 8: Lembrem-se dos titãs","08/01/2018"
"Supernatural: Temporada 8: O melhor amigo do homem com benefícios","08/01/2018"
"Supernatural: Temporada 8: Tentativa e erro","08/01/2018"
"Supernatural: Temporada 8: Todo mundo odeia Hitler","08/01/2018"
"Supernatural: Temporada 8: Enquanto o tempo passa","08/01/2018"
"Supernatural: Temporada 8: RPG e a garota real","08/01/2018"
"Supernatural: Temporada 8: Roto e esfarrapado","07/01/2018"
"Supernatural: Temporada 8: As presas do cidadão","07/01/2018"
"Supernatural: Temporada 8: Caçadores heroicos","07/01/2018"
"Supernatural: Temporada 8: Um pedacinho de Kevin","07/01/2018"
"Supernatural: Temporada 8: Conforto sulista","06/01/2018"
"Supernatural: Temporada 8: Irmão de sangue","06/01/2018"
"Supernatural: Temporada 8: Mordidos","06/01/2018"
"Supernatural: Temporada 8: Dor no coração","06/01/2018"
"A Escalada","05/01/2018"
"Supernatural: Temporada 8: E aí, mamãe tigre?","05/01/2018"
"Supernatural: Temporada 7: A sobrevivência do mais apto","04/01/2018"
"A Viatura","04/01/2018"
"Supernatural: Temporada 7: Vai haver sangue","04/01/2018"
"Supernatural: Temporada 7: Leitura é fundamental","04/01/2018"
"Supernatural: Temporada 7: A garota tatuada com masmorras e dragões","03/01/2018"
"Supernatural: Temporada 7: De grande importância","03/01/2018"
"Supernatural: Temporada 7: É festa, Garth","03/01/2018"
"Supernatural: Temporada 7: A identidade renascida","03/01/2018"
"Supernatural: Temporada 7: Fora com o velho","03/01/2018"
"Supernatural: Temporada 7: O repossessor","02/01/2018"
"Supernatural: Temporada 7: O zoológico mágico de Plucky Pennywhistle","02/01/2018"
"Supernatural: Temporada 7: As fatiadoras","30/12/2017"
"Supernatural: Temporada 7: O tempo além do tempo","30/12/2017"
"Supernatural: Temporada 7: Bancando as babás","30/12/2017"
"Supernatural: Temporada 7: As portas da morte","30/12/2017"
"Sexta-Feira em Apuros","29/12/2017"
"Férias no trailer","29/12/2017"
"Supernatural: Temporada 7: Como fazer amigos e influenciar monstros","29/12/2017"
"Supernatural: Temporada 7: Está na hora do casamento","29/12/2017"
"School Dance - Desventuras Escolares","28/12/2017"
"Supernatural: Temporada 7: Os mentalistas","28/12/2017"
"21 & Over","27/12/2017"
"Supernatural: Temporada 7: FanFic","27/12/2017"
"Supernatural: Temporada 7: Cale a boca, Doutor Phil","27/12/2017"
"Supernatural: Temporada 7: Defendendo sua vida","27/12/2017"
"Supernatural: Temporada 7: Uma garota comum","26/12/2017"
"Supernatural: Temporada 7: Olá, mundo cruel","26/12/2017"
"Supernatural: Temporada 7: Conheçam o novo chefe","26/12/2017"
"Supernatural: Temporada 6: O homem que sabia demais","26/12/2017"
"Música, amigos e festa","25/12/2017"
"Supernatural: Temporada 6: Deixa sangrar","25/12/2017"
"Supernatural: Temporada 6: O homem que queria ser rei","25/12/2017"
"Supernatural: Temporada 6: Mamãezinha querida","24/12/2017"
"Supernatural: Temporada 6: Terra da fronteira","24/12/2017"
"Supernatural: Temporada 6: Meu coração não vai parar","23/12/2017"
"Supernatural: Temporada 6: E não restou nenhum","23/12/2017"
"Supernatural: Temporada 6: Outro universo","23/12/2017"
"Bright","22/12/2017"
"Mulher Infernal","21/12/2017"
"Gypsy: Temporada 1: A toca do coelho","21/12/2017"
"The Pill","20/12/2017"
"Cartão de Natal","20/12/2017"
"Supernatural: Temporada 6: Manequim 3: o confronto","20/12/2017"
"Supernatural: Temporada 6: Imperdoável","20/12/2017"
"Supernatural: Temporada 6: Como uma virgem","19/12/2017"
"Supernatural: Temporada 6: Encontro em Samarra","19/12/2017"
"Supernatural: Temporada 6: Fogo enjaulado","19/12/2017"
"Supernatural: Temporada 6: A verdade está lá dentro","19/12/2017"
"Supernatural: Temporada 6: Todos os cães vão para o Céu","19/12/2017"
"Supernatural: Temporada 6: Assunto de família","19/12/2017"
"Supernatural: Temporada 6: Você não aguenta a verdade","18/12/2017"
"Pagando bem, que mal tem?","17/12/2017"
"Gênios do Crime","17/12/2017"
"Virando a Noite","17/12/2017"
"Legacy: O Novo Legado Começa","17/12/2017"
"Supernatural: Temporada 6: Viva livre ou no crepúsculo","17/12/2017"
"Supernatural: Temporada 6: Fim de semana na casa do Bobby","17/12/2017"
"Supernatural: Temporada 6: O terceiro homem","17/12/2017"
"Supernatural: Temporada 6: Dois homens e meio","17/12/2017"
"Obrigado Por Ligar","17/12/2017"
"Uma Boa e Velha Orgia","16/12/2017"
"Passe Livre","16/12/2017"
"Supernatural: Temporada 6: Exílio na Rua Principal","16/12/2017"
"Supernatural: Temporada 5: Canção do cisne","16/12/2017"
"Supernatural: Temporada 5: Dois minutos para meia-noite","15/12/2017"
"Supernatural: Temporada 5: O diabo conhecido","15/12/2017"
"Supernatural: Temporada 5: O martelo dos deuses","15/12/2017"
"Supernatural: Temporada 5: Caminho sem volta","14/12/2017"
"Supernatural: Temporada 5: 99 problemas","13/12/2017"
"Supernatural: Temporada 5: O lado escuro da Lua","13/12/2017"
"Supernatural: Temporada 5: Os mortos pedem vingança","13/12/2017"
"Supernatural: Temporada 5: Amores sangrentos","13/12/2017"
"Natal em El Camino","12/12/2017"
"Supernatural: Temporada 5: Sempre a mesma canção","12/12/2017"
"De mal a pior","10/12/2017"
"Supernatural: Temporada 5: Troca de corpos","10/12/2017"
"Supernatural: Temporada 5: Sam, interrompido","10/12/2017"
"As Loucuras de Dick & Jane","10/12/2017"
"Encontro Marcado","09/12/2017"
"Jab Harry Met Sejal","09/12/2017"
"Supernatural: Temporada 5: Esperança ameaçada","08/12/2017"
"Supernatural: Temporada 5: Os verdadeiros caça-fantasmas","08/12/2017"
"Supernatural: Temporada 5: Trocando de canal","08/12/2017"
"Supernatural: Temporada 5: O curioso caso de Dean Winchester","07/12/2017"
"Supernatural: Temporada 5: As crianças são o futuro","07/12/2017"
"Supernatural: Temporada 5: Ídolos caídos","07/12/2017"
"Supernatural: Temporada 5: Fim","06/12/2017"
"Supernatural: Temporada 5: Livres para voar","06/12/2017"
"Supernatural: Temporada 5: Fiquem com Deus!","06/12/2017"
"Supernatural: Temporada 5: Simpatia para o Diabo","06/12/2017"
"Supernatural: Temporada 4: Lúcifer vem aí","06/12/2017"
"Supernatural: Temporada 4: Detox infernal","06/12/2017"
"Supernatural: Temporada 4: Só com milagre","05/12/2017"
"Supernatural: Temporada 4: Truque diabólico","05/12/2017"
"Marte: Temporada 1: Com os pés no chão","05/12/2017"
"Supernatural: Temporada 4: Vida em quadrinhos","05/12/2017"
"Supernatural: Temporada 4: Que vida é essa?","05/12/2017"
"Supernatural: Temporada 4: Requintes de crueldade","05/12/2017"
"Supernatural: Temporada 4: A morte tira férias","04/12/2017"
"Supernatural: Temporada 4: Sexo e violência","04/12/2017"
"Supernatural: Temporada 4: Volta às aulas","04/12/2017"
"Supernatural: Temporada 4: Criss Angel é um idiota","03/12/2017"
"Supernatural: Temporada 4: Se as paredes falassem","03/12/2017"
"Marte: Temporada 1: Um novo lar","03/12/2017"
"Supernatural: Temporada 4: Direto do Céu e do Inferno","03/12/2017"
"Supernatural: Temporada 4: Conexão com o Além","03/12/2017"
"Supernatural: Temporada 4: Poço mágico","02/12/2017"
"Supernatural: Temporada 4: Sacrifício de inocentes","02/12/2017"
"Supernatural: Temporada 4: Doença fatal","02/12/2017"
"Supernatural: Temporada 4: Monstros clássicos","02/12/2017"
"Supernatural: Temporada 4: Metamorfose","02/12/2017"
"Supernatural: Temporada 4: Segredo de família","02/12/2017"
"Supernatural: Temporada 4: Espíritos furiosos","01/12/2017"
"Supernatural: Temporada 4: De volta do Inferno","30/11/2017"
"Supernatural: Temporada 3: Enfrentando o capeta","29/11/2017"
"Supernatural: Temporada 3: O tempo está do meu lado","29/11/2017"
"Supernatural: Temporada 3: Interurbano do Além","29/11/2017"
"Supernatural: Temporada 3: Paranormais na TV","29/11/2017"
"Supernatural: Temporada 3: Atrás das grades","28/11/2017"
"Supernatural: Temporada 3: Dia da Marmota","28/11/2017"
"Supernatural: Temporada 3: Sonho macabro","27/11/2017"
"Supernatural: Temporada 3: Malleus Maleficarum","27/11/2017"
"Supernatural: Temporada 3: Natal sobrenatural","27/11/2017"
"Supernatural: Temporada 3: Sangue fresco","27/11/2017"
"Supernatural: Temporada 3: Afogamento sem água","27/11/2017"
"Marvel - O Justiceiro: Temporada 1: Memento mori","27/11/2017"
"Marvel - O Justiceiro: Temporada 1: Lar","27/11/2017"
"Marvel - O Justiceiro: Temporada 1: Perigo próximo","27/11/2017"
"Sem Destino","26/11/2017"
"Marvel - O Justiceiro: Temporada 1: Virtude dos maus","26/11/2017"
"Marvel - O Justiceiro: Temporada 1: Este lado para o inimigo","26/11/2017"
"Marvel - O Justiceiro: Temporada 1: Aço resfriado","26/11/2017"
"O Príncipe do Natal","26/11/2017"
"O Acordo","25/11/2017"
"Sobreviventes","25/11/2017"
"Ouro e Cobiça","25/11/2017"
"Não é mais um besteirol americano","25/11/2017"
"Apartment 23: Temporada 1: Piloto","25/11/2017"
"A Visita","25/11/2017"
"O Segredo da Cabana","25/11/2017"
"Marvel - Demolidor: Temporada 1: No círculo","25/11/2017"
"Van Helsing: Temporada 1: Socorro","25/11/2017"
"O Nevoeiro: Temporada 1: Piloto","25/11/2017"
"Ace Ventura 2 - Um Maluco na África","25/11/2017"
"Operações Especiais","25/11/2017"
"Babysitter's Black Book","25/11/2017"
"O Guerreiro","25/11/2017"
"Dupla Implacável","25/11/2017"
"O milagre na montanha: A história da família Kincaid","25/11/2017"
"Scream: Temporada 1: Piloto","25/11/2017"
"Tubarão","25/11/2017"
"Fotografia de um Assassinato","24/11/2017"
"A Força em Alerta 2","24/11/2017"
"Planeta Terra: Temporada 1: From Pole to Pole","24/11/2017"
"1922","24/11/2017"
"Os Esquecidos","24/11/2017"
"Acerto de Contas","24/11/2017"
"Bad Boys 2","24/11/2017"
"S.O.S.: Mulheres ao Mar","24/11/2017"
"Show de Vizinha","24/11/2017"
"Marvel - O Justiceiro: Temporada 1: Na mira","24/11/2017"
"Marvel - Luke Cage: Temporada 1: Moment of Truth","24/11/2017"
"Vingança Fatal","24/11/2017"
"Tudo para Ficar com ela","24/11/2017"
"12 Macacos: Temporada 3: Testemunha","23/11/2017"
"Loucuras na Idade Média","23/11/2017"
"Evereste","23/11/2017"
"Verão em Staten Island","23/11/2017"
"Bright: A Música: Especial: World Gone Mad","23/11/2017"
"Bright: A Música: Especial: Home","23/11/2017"
"Uma Comédia Nada Romântica","23/11/2017"
"12 Macacos: Temporada 3: Ladra","23/11/2017"
"Wynonna Earp: Temporada 1: Manter o fogo aceso","23/11/2017"
"Wynonna Earp: Temporada 1: Purgatório","23/11/2017"
"Segurança nacional","22/11/2017"
"Gente Grande 2","22/11/2017"
"Viagem 2 - A Ilha Misteriosa","22/11/2017"
"Afternoon Delight","22/11/2017"
"The 100: Temporada 1: Piloto","22/11/2017"
"Bagunça na Praia","22/11/2017"
"Sexo sem Compromisso","22/11/2017"
"Touch: Temporada 1: Conexões","22/11/2017"
"12 Macacos: Temporada 3: Máscara","22/11/2017"
"Meru - O Centro do Universo","22/11/2017"
"12 Macacos: Temporada 3: Criação","21/11/2017"
"As férias de Mr. Bean","21/11/2017"
"Fé de Etarras","21/11/2017"
"Era uma vez no Oeste","21/11/2017"
"Invencível","21/11/2017"
"Código de Honra","21/11/2017"
"Grimm: Temporada 1: Ursos são ursos","21/11/2017"
"Grimm: Temporada 1: Piloto","21/11/2017"
"The Walking Dead: Temporada 6: Pela primeira vez, de novo","21/11/2017"
"Virei um Gato","21/11/2017"
"12 Macacos: Temporada 3: Natureza","21/11/2017"
"Marvel - O Justiceiro: Temporada 1: O infiltrado","20/11/2017"
"Marvel - O Justiceiro: Temporada 1: Gunner","20/11/2017"
"Marvel - O Justiceiro: Temporada 1: Reabastecimento","20/11/2017"
"O Céu é de Verdade","20/11/2017"
"Fica Comigo","20/11/2017"
"Marvel - O Justiceiro: Temporada 1: Kandahar","19/11/2017"
"Marvel - O Justiceiro: Temporada 1: Dois homens mortos","19/11/2017"
"12 Macacos: Temporada 3: Causa e efeito","19/11/2017"
"12 Macacos: Temporada 3: Irmãos","19/11/2017"
"12 Macacos: Temporada 3: Inimigo","19/11/2017"
"Supernatural: Temporada 3: Histórias de ninar","19/11/2017"
"Supernatural: Temporada 3: Cidade do pecado","19/11/2017"
"Supernatural: Temporada 3: Assalto no depósito","19/11/2017"
"Supernatural: Temporada 3: Caso do passado","18/11/2017"
"Supernatural: Temporada 3: Os sete demônios capitais","18/11/2017"
"12 Macacos: Temporada 3: Guardiões","18/11/2017"
"Salvation: Temporada 1: Um golpe contra os Estados Unidos","18/11/2017"
"Salvation: Temporada 1: Profecia do absinto","18/11/2017"
"Salvation: Temporada 1: Pago pra ver","18/11/2017"
"Salvation: Temporada 1: O golpe","18/11/2017"
"Salvation: Temporada 1: Jogos patrióticos","18/11/2017"
"Póstumo","17/11/2017"
"Salvation: Temporada 1: Sempre haverá Moscou","17/11/2017"
"Salvation: Temporada 1: Em solo vermelho","17/11/2017"
"Salvation: Temporada 1: Filho de peixe, peixinho é","17/11/2017"
"Salvation: Temporada 1: Mantendo a fé","17/11/2017"
"Salvation: Temporada 1: Resistência","16/11/2017"
"Salvation: Temporada 1: As razões de Darius","16/11/2017"
"Supernatural: Temporada 2: All Hell Breaks Loose: Parte 2","16/11/2017"
"12 Macacos: Temporada 3: Mãe","16/11/2017"
"Supernatural: Temporada 2: All Hell Breaks Loose: Parte 1","16/11/2017"
"Projeto X - Uma Festa Fora de Controle","15/11/2017"
"XOXO: A Vida é uma Festa","15/11/2017"
"Encalhados","14/11/2017"
"Salvation: Temporada 1: Outra viagem ao redor do sol","14/11/2017"
"Salvation: Temporada 1: Piloto","14/11/2017"
"Supernatural: Temporada 2: Mundo paralelo","14/11/2017"
"Supernatural: Temporada 2: Vingança na prisão","14/11/2017"
"Supernatural: Temporada 2: Terror de verdade","14/11/2017"
"Supernatural: Temporada 2: Coração desaparecido","13/11/2017"
"Supernatural: Temporada 2: Fantasma no asfalto","13/11/2017"
"Supernatural: Temporada 2: Mistério na universidade","13/11/2017"
"Supernatural: Temporada 2: Marcado para matar","13/11/2017"
"Supernatural: Temporada 2: Anjo do mal","13/11/2017"
"Supernatural: Temporada 2: Morte certa","13/11/2017"
"Supernatural: Temporada 2: Brincadeira nada inocente","13/11/2017"
"Supernatural: Temporada 2: Melhor não saber","13/11/2017"
"Supernatural: Temporada 2: Possessão em massa","12/11/2017"
"Supernatural: Temporada 2: Almas à venda","12/11/2017"
"Supernatural: Temporada 2: Os suspeitos de sempre","12/11/2017"
"Supernatural: Temporada 2: Sem saída","12/11/2017"
"Supernatural: Temporada 2: Seu mestre mandou","12/11/2017"
"Supernatural: Temporada 2: Crianças não devem brincar com coisas mortas","12/11/2017"
"6 Dias","11/11/2017"
"Supernatural: Temporada 2: Sede de sangue","11/11/2017"
"Supernatural: Temporada 2: Palhaço diabólico","11/11/2017"
"Supernatural: Temporada 2: Chegou a hora de morrer","11/11/2017"
"Supernatural: Temporada 1: Armadilha do diabo","11/11/2017"
"Supernatural: Temporada 1: Salvação","10/11/2017"
"Supernatural: Temporada 1: Sangue de gente morta","10/11/2017"
"Supernatural: Temporada 1: Quadro assassino","09/11/2017"
"Supernatural: Temporada 1: Perigo à vista","09/11/2017"
"Supernatural: Temporada 1: Casa do inferno","09/11/2017"
"Supernatural: Temporada 1: Sombra de espíritos","09/11/2017"
"Supernatural: Temporada 1: Família Bender","08/11/2017"
"Supernatural: Temporada 1: Pesadelo ou premonição?","08/11/2017"
"Supernatural: Temporada 1: Route 666","08/11/2017"
"Supernatural: Temporada 1: Tenha fé","08/11/2017"
"Supernatural: Temporada 1: Em busca do papai","08/11/2017"
"Supernatural: Temporada 1: Hospício assombrado","07/11/2017"
"Supernatural: Temporada 1: Lar doce lar","07/11/2017"
"Supernatural: Temporada 1: Insetos que matam","07/11/2017"
"Supernatural: Temporada 1: Capitão Gancho","06/11/2017"
"Supernatural: Temporada 1: Igual ao Dean","06/11/2017"
"Supernatural: Temporada 1: Bloody Mary","05/11/2017"
"Supernatural: Temporada 1: Possessão","05/11/2017"
"Supernatural: Temporada 1: Afogados","05/11/2017"
"Supernatural: Temporada 1: Diário do papai","05/11/2017"
"Supernatural: Temporada 1: Piloto","05/11/2017"
"The Ridiculous 6","03/11/2017"
"Arrow: Temporada 1: Piloto","03/11/2017"
"Starting Over","02/11/2017"
"Virando a Página","02/11/2017"
"O Universo de Stranger Things: Universo 2: Incrível","01/11/2017"
"Stranger Things: Stranger Things 2: Capítulo nove: O portal","01/11/2017"
"Stranger Things: Stranger Things 2: Capítulo oito: O Devorador de Mentes","01/11/2017"
"Stranger Things: Stranger Things 2: Capítulo sete: A irmã perdida","31/10/2017"
"Stranger Things: Stranger Things 2: Capítulo seis: O espião","31/10/2017"
"Stranger Things: Stranger Things 2: Capítulo cinco: Dig Dug","31/10/2017"
"Stranger Things: Stranger Things 2: Capítulo quatro: Will, o sábio","31/10/2017"
"Stranger Things: Stranger Things 2: Capítulo três: O girino","31/10/2017"
"Stranger Things: Stranger Things 2: Capítulo dois: Gostosura ou travessura, aberração","31/10/2017"
"Stranger Things: Stranger Things 2: Capítulo um: Mad Max","31/10/2017"
"Stranger Things: Capítulo oito: De ponta-cabeça","30/10/2017"
"Stranger Things: Capítulo sete: A banheira","30/10/2017"
"Stranger Things: Capítulo seis: O monstro","30/10/2017"
"Stranger Things: Capítulo cinco: A pulga e o acrobata","30/10/2017"
"Stranger Things: Capítulo quatro: O corpo","30/10/2017"
"Stranger Things: Capítulo três: Caramba","30/10/2017"
"Stranger Things: Capítulo dois: A estranha da Maple Street","30/10/2017"
"Stranger Things: Capítulo um: O desaparecimento de Will Byers","30/10/2017"
"The Expanse: Temporada 1: Dulcineia","30/10/2017"
"Suits: Temporada 7: Donna","30/10/2017"
"Suits: Temporada 7: Que vergonha","28/10/2017"
"Suits: Temporada 7: 100","28/10/2017"
"Suits: Temporada 7: Cartas na mesa","28/10/2017"
"Até o Fundo","27/10/2017"
"Suits: Temporada 7: De volta ao ninho","27/10/2017"
"Suits: Temporada 7: Trabalho voluntário","27/10/2017"
"Suits: Temporada 7: Dividir e dominar","26/10/2017"
"Wheelman","26/10/2017"
"Suits: Temporada 7: Na lama","26/10/2017"
"The Flash: Temporada 3: Fim","26/10/2017"
"The Flash: Temporada 3: Rua Infantino","26/10/2017"
"The Flash: Temporada 3: Causa e efeito","26/10/2017"
"The Flash: Temporada 3: Sei quem você é","25/10/2017"
"The Flash: Temporada 3: O único e eterno Flash","25/10/2017"
"The Flash: Temporada 3: Abra Kadabra","25/10/2017"
"Suits: Temporada 7: A estátua","25/10/2017"
"Suits: Temporada 7: É preciso arriscar","25/10/2017"
"MINDHUNTER: Temporada 1: Episódio 9","24/10/2017"
"MINDHUNTER: Temporada 1: Episódio 8","23/10/2017"
"MINDHUNTER: Temporada 1: Episódio 7","23/10/2017"
"MINDHUNTER: Temporada 1: Episódio 6","23/10/2017"
"MINDHUNTER: Temporada 1: Episódio 5","23/10/2017"
"MINDHUNTER: Temporada 1: Episódio 4","23/10/2017"
"MINDHUNTER: Temporada 1: Episódio 3","23/10/2017"
"MINDHUNTER: Temporada 1: Episódio 2","23/10/2017"
"MINDHUNTER: Temporada 1: Episódio 1","22/10/2017"
"O homem mais procurado do mundo","21/10/2017"
"O Bar","21/10/2017"
"O Reencontro","21/10/2017"
"A Babá","21/10/2017"
"12 Macacos: Temporada 2: Memória do futuro","21/10/2017"
"12 Macacos: Temporada 2: Sangue lavado","21/10/2017"
"12 Macacos: Temporada 2: Ressurreição","20/10/2017"
"12 Macacos: Temporada 2: Pátria","19/10/2017"
"12 Macacos: Temporada 2: Hienas","19/10/2017"
